basin,relative_diff,glofas_area,grdc_area
7070385510,0.056946994804575116,1.5633719e9,1450.0
7070421260,0.09548815800863296,4.618091e9,4584.2998046875
7070424230,0.13639944424281333,1.8524086e9,1776.699951171875
7070436110,0.2445678387564826,2.5141258e9,2620.0
7070438060,0.35040430567592334,3.508579e9,3470.60009765625
7070441730,0.06185549291647319,5.451479e9,5387.2001953125
7070446110,0.05280802436467811,1.4013887e10,14037.7998046875
7070450950,0.32987084262463906,6.4957727e9,6389.5
7070471640,0.30390424211189737,5.9808517e9,5962.2001953125
7070472280,0.322311696025013,4.1219487e9,4001.60009765625
7070479620,0.21400426088535657,6.211861e9,6026.89990234375
7070483120,0.015044083165614926,2.0908088e9,2185.89990234375
7070485900,0.35142032468718903,4.0734182e9,4022.300048828125
7070485910,0.3213560241003361,1.1501865e9,2846.39990234375
7070486850,0.07713846385836165,1.7395918e9,1784.5
7070488160,0.16213275116443396,3.8739395e9,3841.0
7070488320,0.07607603423859846,9.200723e7,5780.89990234375
7070492010,0.1840497064477586,6.544922e9,6490.5
7070492020,0.16317426522764425,2.0682784e9,2030.5999755859375
7070492310,0.22717976743839122,1.5136279e9,1541.0999755859375
7070498340,0.5655044419263253,1.6706346e9,1538.5
7070499990,0.24201739737326794,2.6138836e9,2628.89990234375
7070508860,0.05514025986629497,2.5634429e8,6003.60009765625
7070514260,0.2410284910008526,5.1546465e9,5415.7001953125
7070514270,0.2673445595198633,6.272955e9,5941.5
7070522910,0.12263832364480719,1.1312402e10,11168.099609375
7070527760,0.06072945832851959,7.224221e9,7267.5
7070533210,0.27473365106754527,4.211851e9,4236.7001953125
7070537660,0.09305956474693497,4.6549724e9,4672.39990234375
7070542050,0.29872939080249145,3.4666703e9,3348.89990234375
7070546760,0.1523846338736761,5.8025385e9,5827.5
7070555670,0.2585375006006714,1.1719803e9,1186.199951171875
7070559710,0.18495743964155814,2.073242e9,2116.0
7070562640,0.2023286809174433,8.5780275e9,8547.0
7070567480,0.0026703522584798113,1.7530137e10,17534.30078125
7070568320,0.22090941179641999,7.4429235e9,7303.7998046875
7070573130,0.2704095590646178,9.138354e8,1002.2999877929688
7070576100,0.15678434730364244,1.3041108e10,12760.900390625
7070585430,0.5907884336369372,9.713028e7,5563.2998046875
7070588700,0.2398792763176968,8.472307e9,8365.7001953125
7070591780,0.1029592224543952,7.997033e9,8034.2001953125
7070597680,0.11986173617316341,4.2383288e9,4193.2001953125
7070598400,0.24149990273407188,1.0074654e9,1023.0999755859375
7070607360,0.15839739412282303,4.9744937e9,4333.10009765625
7070611270,0.514789631328735,4.965453e9,4869.2001953125
7070622000,0.43480667645303844,4.8015416e9,4814.7998046875
7070622870,0.1382567497547273,1.4222675e9,1364.9000244140625
7070631090,0.18159999062937157,3.2229038e9,3224.60009765625
7070632770,0.29291831610993413,2.1763653e9,2085.0
7070639830,0.09434458344784771,2.1247693e9,1978.800048828125
7070682140,0.053213853496949313,3.7586107e9,3703.699951171875
7070687690,0.3329130265451529,7.3759713e9,7226.10009765625
7070706180,0.1439453039412961,6.4005934e9,6368.7998046875
7070707070,0.5303395353016149,2.3063485e9,2201.5
7070717380,0.419128366854186,1.07067136e9,1061.9000244140625
7070721150,0.43909591346636945,7.334006e9,7283.10009765625
7070764470,0.6972568641776096,5.397061e9,7114.7001953125
8050007020,0.12823703494667385,2.4634892e10,24656.80078125
8050010040,0.2831096931441535,5.72544e10,56300.0
8050122100,0.09094541341725788,1.9002563e10,18600.0
8050150960,0.3473719092062999,2.7736443e10,31100.0
8050177260,0.006090835777397236,1.9024542e10,19600.0
8050190480,0.07979401339835575,6.5709937e10,65300.0
8050201110,0.08581464714667657,1.3794493e7,72300.0
8050219130,0.10308219895141536,5.0874302e10,51000.0
8050272130,0.4478384055970816,5.070853e10,52300.0
8050332600,0.16830944618600463,1.5598114e10,15600.0
8060002140,0.07589484069095524,3.1294067e9,3056.199951171875
8060008470,0.1903709165193787,8.677302e9,8106.7001953125
8060011450,0.08875664019183728,5.90727e9,5960.0
8060122100,0.09052350514369593,1.9002563e10,18600.0
8060129850,0.23432180923012627,2.7568924e9,2790.0
8060177260,0.00605984063982899,1.9024542e10,19600.0
8060191680,0.20505026044141847,5.702201e9,5620.2998046875
8060246110,0.19892455199110215,2.6985515e10,26600.0
8060264760,0.5809626111525757,9.16865e9,9270.0
8060299220,0.09454482760637042,3.4322757e9,3740.0
8060308720,0.34447859080526666,1.0362733e10,10400.0
8060316070,0.5901881296339598,7.5391636e9,7400.0
8060331910,0.019889869471492252,1.6048434e9,1520.0
8060332270,0.0218404640875461,1.2233581e10,12100.0
8060332600,0.16698773910193465,1.5598114e10,15600.0
8060335620,0.30141408939260056,1.0879953e10,11100.0
8070002140,0.07702238527551958,3.1294067e9,3056.199951171875
8070011450,0.08893752486038176,5.90727e9,5960.0
8070086350,0.13325293217767795,4.35473e9,4395.22998046875
8070129850,0.23434949766542085,2.7568924e9,2790.0
8070191680,0.2051202511787081,5.702201e9,5620.2998046875
8070219790,0.1943913280919027,1.3923743e10,13900.0
8070242820,0.0593923911775338,4.4225454e9,4584.2998046875
8070264760,0.5812310070182601,9.16865e9,9270.0
8070299220,0.09391306542698438,3.4322757e9,3740.0
8070316070,0.5915745864499202,7.5391636e9,7400.0
8070320030,0.14606106768242663,6.551855e9,5990.0
8070331910,0.024275991793592994,1.6048434e9,1520.0
8070332000,0.8514135933004796,2.896393e9,2880.0
